NMFS_DNA_ID,BOX_ID,BOX_POSITION,SAMPLE_ID,BATCH_ID,PROJECT_NAME,GENUS,SPECIES,LENGTH,WEIGHT,SEX,AGE,REPORTED_LIFE_STAGE,PHENOTYPE,HATCHERY_MARK,TAG_NUMBER,COLLECTION_DATE,ESTIMATED_DATE,PICKER,PICK_DATE,LEFTOVER_SAMPLE,SAMPLE_COMMENTS,STATE_F,COUNTY_F,WATERSHED,TRIB_1,TRIB_2,WATER_NAME,REACH_SITE,HATCHERY,STRAIN,LATITUDE_F,LONGITUDE_F,LOCATION_COMMENTS_F,MISEQ_ID,n,LOCATION,SLG,BARRIERS
M129727,M1329,10D,MC16,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Capell Creek,Middle Creek,Middle Creek,NA,NA,38.468602,-122.238433,Middle Creek upstream of cabins,steelhead4294,25,Putah,HMIC,Above
M129728,M1329,10E,MC17,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Capell Creek,Middle Creek,Middle Creek,NA,NA,38.468602,-122.238433,Middle Creek upstream of cabins,steelhead4306,25,Putah,HMIC,Above
M129729,M1329,10F,MC18,5597,NA,Oncorhynchus,mykiss,76.2,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Capell Creek,Middle Creek,Middle Creek,NA,NA,38.468602,-122.238433,Middle Creek upstream of cabins,steelhead4318,25,Putah,HMIC,Above
M129730,M1329,10G,MC19,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Capell Creek,Middle Creek,Middle Creek,NA,NA,38.468602,-122.238433,Middle Creek upstream of cabins,steelhead4330,25,Putah,HMIC,Above
M129731,M1329,10H,MC20,5597,NA,Oncorhynchus,mykiss,177.8,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Capell Creek,Middle Creek,Middle Creek,NA,NA,38.468602,-122.238433,Middle Creek upstream of cabins,steelhead4342,25,Putah,HMIC,Above
M129732,M1329,11A,MC21,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Capell Creek,Middle Creek,Middle Creek,NA,NA,38.468602,-122.238433,Middle Creek upstream of cabins,steelhead4259,25,Putah,HMIC,Above
M129733,M1329,11B,MC22,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Capell Creek,Middle Creek,Middle Creek,NA,NA,38.468602,-122.238433,Middle Creek upstream of cabins,steelhead4271,25,Putah,HMIC,Above
M129734,M1329,11C,MC23,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Capell Creek,Middle Creek,Middle Creek,NA,NA,38.468602,-122.238433,Middle Creek upstream of cabins,steelhead4283,25,Putah,HMIC,Above
M129735,M1329,11D,MC24,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Capell Creek,Middle Creek,Middle Creek,NA,NA,38.468602,-122.238433,Middle Creek upstream of cabins,steelhead4295,25,Putah,HMIC,Above
M129736,M1329,11E,MC25,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Capell Creek,Middle Creek,Middle Creek,NA,NA,38.468602,-122.238433,Middle Creek upstream of cabins,steelhead4307,25,Putah,HMIC,Above
M129737,M1329,11F,PBB1,5597,NA,Oncorhynchus,mykiss,177.8,NA,NA,NA,NA,NA,NA,NA,2/8/22,NA,LC,3/11/2022,NA,"Sampled from bridge down to about here  38.627653, -122.327882",California,San Francisco,Sacramento River,Putah Creek,NA,Pope Creek,Pope Creek,NA,NA,38.647029,-122.362715,Pope Below Bridge,steelhead4319,6,Putah,HPOC,Above
M129738,M1329,11G,PBB2,5597,NA,Oncorhynchus,mykiss,228.6,NA,NA,NA,NA,NA,NA,NA,2/9/22,NA,LC,3/11/2022,NA,"Sampled from bridge down to about here  38.627653, -122.327883",California,San Francisco,Sacramento River,Putah Creek,NA,Pope Creek,Pope Creek,NA,NA,38.647029,-122.362715,Pope Below Bridge,steelhead4331,6,Putah,HPOC,Above
M129739,M1329,11H,PBB3,5597,NA,Oncorhynchus,mykiss,177.8,NA,NA,NA,NA,NA,NA,NA,2/9/22,NA,LC,3/11/2022,NA,"Sampled from bridge down to about here  38.627653, -122.327884",California,San Francisco,Sacramento River,Putah Creek,NA,Pope Creek,Pope Creek,NA,NA,38.647029,-122.362715,Pope Below Bridge,steelhead4343,6,Putah,HPOC,Above
M129740,M1329,12A,PBB4,5597,NA,Oncorhynchus,mykiss,228.6,NA,NA,NA,NA,NA,NA,NA,2/9/22,NA,LC,3/11/2022,NA,"Sampled from bridge down to about here  38.627653, -122.327885",California,San Francisco,Sacramento River,Putah Creek,NA,Pope Creek,Pope Creek,NA,NA,38.647029,-122.362715,Pope Below Bridge,steelhead4260,6,Putah,HPOC,Above
M129741,M1329,12B,PBB5,5597,NA,Oncorhynchus,mykiss,228.6,NA,NA,NA,NA,NA,NA,NA,2/9/22,NA,LC,3/11/2022,None,"Sampled from bridge down to about here  38.627653, -122.327886, lower caudal clip, upper caudal in poor condition",California,San Francisco,Sacramento River,Putah Creek,NA,Pope Creek,Pope Creek,NA,NA,38.647029,-122.362715,Pope Below Bridge,steelhead4272,6,Putah,HPOC,Above
M129742,M1329,12C,PBB6,5597,NA,Oncorhynchus,mykiss,177.8,NA,NA,NA,NA,NA,NA,NA,2/9/22,NA,LC,3/11/2022,NA,"Sampled from bridge down to about here  38.627653, -122.327887",California,San Francisco,Sacramento River,Putah Creek,NA,Pope Creek,Pope Creek,NA,NA,38.647029,-122.362715,Pope Below Bridge,steelhead4284,6,Putah,HPOC,Above
M129743,M1329,12D,TCL1,5597,NA,Oncorhynchus,mykiss,203.2,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,3/11/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.572685,-122.278413,Trout Creek lower,steelhead4296,15,Putah,HTRC,Above
M129744,M1329,12E,TCL2,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,3/11/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.572685,-122.278413,Trout Creek lower,steelhead4308,15,Putah,HTRC,Above
M129745,M1329,12F,TCL3,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,3/11/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.572685,-122.278413,Trout Creek lower,steelhead4320,15,Putah,HTRC,Above
M129746,M1329,12G,TCL4,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,3/11/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.572685,-122.278413,Trout Creek lower,steelhead4332,15,Putah,HTRC,Above
M129747,M1329,12H,TCL5,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,3/11/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.572685,-122.278413,Trout Creek lower,steelhead4344,15,Putah,HTRC,Above
M133630,M1371,1A,TCL6,5597,NA,Oncorhynchus,mykiss,203.2,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.572685,-122.278413,Trout Creek lower,steelhead4345,15,Putah,HTRC,Above
M133631,M1371,1B,TCL7,5597,NA,Oncorhynchus,mykiss,177.8,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.572685,-122.278413,Trout Creek lower,steelhead4355,15,Putah,HTRC,Above
M133632,M1371,1C,TCL8,5597,NA,Oncorhynchus,mykiss,177.8,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.572685,-122.278413,Trout Creek lower,steelhead4365,15,Putah,HTRC,Above
M133633,M1371,1D,TCL9,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.572685,-122.278413,Trout Creek lower,steelhead4375,15,Putah,HTRC,Above
M133634,M1371,1E,TCM1,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.561272,-122.273883,Trout Creek middle,steelhead4385,15,Putah,HTRC,Above
M133635,M1371,1F,TCM2,5597,NA,Oncorhynchus,mykiss,203.2,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.561272,-122.273883,Trout Creek middle,steelhead4395,15,Putah,HTRC,Above
M133636,M1371,1G,TCM3,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/28/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,Trout Creek,Trout Creek,NA,NA,38.561272,-122.273883,Trout Creek middle,steelhead4404,15,Putah,HTRC,Above
M133637,M1371,1H,AB1,5597,NA,Oncorhynchus,mykiss,228.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Bear Canyon Creek,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Above Waterfalls,steelhead4413,33,Putah,HAAW,Above
M133638,M1371,2A,AB2,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Bear Canyon Creek,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Above Waterfalls,steelhead4346,33,Putah,HAAW,Above
M133639,M1371,2B,AB3,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Bear Canyon Creek,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Above Waterfalls,steelhead4356,33,Putah,HAAW,Above
M133640,M1371,2C,AC1,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4366,33,Putah,HAAW,Above
M133641,M1371,2D,AC2,5597,NA,Oncorhynchus,mykiss,NA,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4376,33,Putah,HAAW,Above
M133642,M1371,2E,AC3,5597,NA,Oncorhynchus,mykiss,76.2,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4386,33,Putah,HAAW,Above
M133643,M1371,2F,AC4,5597,NA,Oncorhynchus,mykiss,76.2,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4396,33,Putah,HAAW,Above
M133644,M1371,2G,AC5,5597,NA,Oncorhynchus,mykiss,50.8,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4405,33,Putah,HAAW,Above
M133645,M1371,2H,AC6,5597,NA,Oncorhynchus,mykiss,76.2,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4414,33,Putah,HAAW,Above
M133646,M1371,3A,AC7,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4347,33,Putah,HAAW,Above
M133647,M1371,3B,AC8,5597,NA,Oncorhynchus,mykiss,50.8,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4357,33,Putah,HAAW,Above
M133648,M1371,3C,AC9,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4367,33,Putah,HAAW,Above
M133649,M1371,3D,AC10,5597,NA,Oncorhynchus,mykiss,76.2,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4377,33,Putah,HAAW,Above
M133650,M1371,3E,AC11,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4387,33,Putah,HAAW,Above
M133651,M1371,3F,AC12,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4397,33,Putah,HAAW,Above
M133652,M1371,3G,AC13,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4406,33,Putah,HAAW,Above
M133653,M1371,3H,AC14,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4415,33,Putah,HAAW,Above
M133654,M1371,4A,AC15,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4348,33,Putah,HAAW,Above
M133655,M1371,4B,AC16,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4358,33,Putah,HAAW,Above
M133656,M1371,4C,AC17,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4368,33,Putah,HAAW,Above
M133657,M1371,4D,AC18,5597,NA,Oncorhynchus,mykiss,177.8,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Anderson Creek, Above Waterfalls",Above Waterfalls,NA,NA,38.781599,-122.715654,Putah Above Anderson/Putah Confluence,steelhead4378,33,Putah,HAAW,Above
M133658,M1371,4E,PC1,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.794344,-122.698219,Upper Putah Reynolds,steelhead4388,12,Putah,HUUP,Above
M133659,M1371,4F,PC2,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.794344,-122.698219,Upper Putah Reynolds,steelhead4398,12,Putah,HUUP,Above
M133660,M1371,4G,PC3,5597,NA,Oncorhynchus,mykiss,165.1,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,Length says 6 - 7 inches so I recorded 6.5 inches for length,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.794344,-122.698219,Upper Putah Reynolds,steelhead4407,12,Putah,HUUP,Above
M133661,M1371,4H,PC4,5597,NA,Oncorhynchus,mykiss,114.3,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,Length says 4 - 5 inches so I recorded 4.5 inches for length,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.794344,-122.698219,Upper Putah Reynolds,steelhead4416,12,Putah,HUUP,Above
M133662,M1371,5A,PC5,5597,NA,Oncorhynchus,mykiss,165.1,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,Length says 6 - 7 inches so I recorded 6.5 inches for length,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.794344,-122.698219,Upper Putah Reynolds,steelhead4349,12,Putah,HUUP,Above
M133663,M1371,5B,PC6,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.794344,-122.698219,Upper Putah Reynolds,steelhead4359,12,Putah,HUUP,Above
M133664,M1371,5C,PC7,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.794344,-122.698219,Upper Putah Reynolds,steelhead4369,12,Putah,HUUP,Above
M133665,M1371,5D,PC8,5597,NA,Oncorhynchus,mykiss,114.3,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,Length says 4 - 5 inches so I recorded 4.5 inches for length,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.794344,-122.698219,Upper Putah Reynolds,steelhead4379,12,Putah,HUUP,Above
M133666,M1371,5E,CO1,5597,NA,Oncorhynchus,mykiss,76.2,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.80666,-122.703916,Below Cobb,steelhead4389,12,Putah,HUUP,Above
M133667,M1371,5F,CO2,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.80666,-122.703916,Below Cobb,steelhead4399,12,Putah,HUUP,Above
M133668,M1371,5G,CO3,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.80666,-122.703916,Below Cobb,steelhead4408,12,Putah,HUUP,Above
M133669,M1371,5H,CO4,5597,NA,Oncorhynchus,mykiss,76.2,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.80666,-122.703916,Below Cobb,steelhead4417,12,Putah,HUUP,Above
M133670,M1371,6A,CO5,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.80666,-122.703916,Below Cobb,steelhead4350,12,Putah,HUUP,Above
M133671,M1371,6B,CO6,5597,NA,Oncorhynchus,mykiss,76.2,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,NA,NA,"Upper Upper Putah, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.80666,-122.703916,Below Cobb,steelhead4360,12,Putah,HUUP,Above
M133672,M1371,6C,BC1,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/3/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Bear Canyon Creek,"Lower Anderson Creek, Upper Putah/Lower Anderson",Upper Putah/Lower Anderson,NA,NA,38.777758,-122.683632,Anderson/Bear above Putah confluence,steelhead4370,4,Putah,HLAC,Above
M133673,M1371,6D,JC1,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/4/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,James Creek,James Creek,NA,NA,38.672338,-122.482164,James at Dickson Property,steelhead4380,20,Putah,HJAC,Above
M133674,M1371,6E,JC2,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/4/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,James Creek,James Creek,NA,NA,38.672338,-122.482164,James at Dickson Property,steelhead4390,20,Putah,HJAC,Above
M133675,M1371,6F,JC3,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/4/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,James Creek,James Creek,NA,NA,38.672338,-122.482164,James at Dickson Property,steelhead4400,20,Putah,HJAC,Above
M133676,M1371,6G,JC4,5597,NA,Oncorhynchus,mykiss,76.2,NA,NA,NA,NA,NA,NA,NA,2/4/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,James Creek,James Creek,NA,NA,38.672338,-122.482164,James at Dickson Property,steelhead4409,20,Putah,HJAC,Above
M133677,M1371,6H,JC5,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/4/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,James Creek,James Creek,NA,NA,38.672338,-122.482164,James at Dickson Property,steelhead4418,20,Putah,HJAC,Above
M133678,M1371,7A,JC6,5597,NA,Oncorhynchus,mykiss,152.4,NA,NA,NA,NA,NA,NA,NA,2/4/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,James Creek,James Creek,NA,NA,38.672338,-122.482164,James at Dickson Property,steelhead4351,20,Putah,HJAC,Above
M133679,M1371,7B,JC7,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/4/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,James Creek,James Creek,NA,NA,38.672338,-122.482164,James at Dickson Property,steelhead4361,20,Putah,HJAC,Above
M133680,M1371,7C,JC8,5597,NA,Oncorhynchus,mykiss,127,NA,NA,NA,NA,NA,NA,NA,2/4/22,NA,LC,9/13/2022,NA,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,James Creek,James Creek,NA,NA,38.672338,-122.482164,James at Dickson Property,steelhead4371,20,Putah,HJAC,Above
M133681,M1371,7D,JC9,5597,NA,Oncorhynchus,mykiss,101.6,NA,NA,NA,NA,NA,NA,NA,2/4/22,NA,LC,9/13/2022,None,NA,California,San Francisco,Sacramento River,Putah Creek,Pope Creek,James Creek,James Creek,NA,NA,38.672338,-122.482164,James at Dickson Property,steelhead4381,20,Putah,HJAC,Above
